,id,field_identifier,name,field_alternate_name,field_name_arabic,field_alternate_name_arabic,field_cat_date_begin,field_cat_date_end,field_biography,field_affiliated_country,field_occupation,field_affiliated_language,field_facebook_id,field_facebook_title,field_twitter_id,field_twitter_title,field_instagram_id,field_instagram_title,field_youtube_channel_id,field_youtube_channel_id_title
151,151,000a94,Dina Abdel Salam,,دينا عبدالسلام,,,,"Dina Abdel Salam is an Egyptian novelist, scholar, and filmmaker. She earned her PhD in literary criticism in 2010 and has wrote and directed numerous short films, many of which have been screened at a number of local and international film festivals; Salam has also experimented in other fields of creative writing, with her debut novel being published in 2012. She currently works as a lecturer in the English Department at Alexandria University, where she teaches literary criticism, classical literature, and film studies.",Egypt,Novelist,Arabic,https://www.youtube.com/channel/UCxg3lFhTgfDQ-CNgH8XGb4w,facebook,https://twitter.com/dinasalam60,twitter,,instagram,https://www.youtube.com/channel/UCxg3lFhTgfDQ-CNgH8XGb4w,youtube
152,152,000a95,Marian Haddad,,مريان حداد,ماريان حداد,,,"Marian Haddad is a Syrian-American poet, writer, and educator. She holds a B.A. in creative writing from The University of El Paso and an M.F.A. from San Diego State, where she was associate editor for Poetry International, Vol. III. Haddad has also published numerous poetry collections, as well as essays, reviews, and articles that have been published in various literary journals and anthologies. Haddad also writes a blog for the San Antonio Express News, and has earned many awards for her writings. ",Syria|United States,Poet,English,,facebook,https://twitter.com/MarianHSA7,twitter,,instagram,,
153,153,000a96,Claire Messud,,كلير مسعود,,,,"Claire Messud is an American novelist and scholar of French-Algerian descent. Born in Greenwich, she completed her undergraduate and graduate studies at Yale University and Cambridge University, respectively, and has taught at numerous higher education institutions across North America. Messud has also led a vibrant creative career, and has published numerous novels, many of which have earned or been nominated for prestigious international awards and translated into multiple languages. ",United States|Algeria,Novelist,English,,facebook,,,https://instagram.com/clairemessud,,,
154,154,000a97,Laila Halaby,,ليلى حلبي,,,,"Born in Lebanon to a Jordanian father and American mother, Laila Halaby grew up mostly in Arizona, althoughs she has also spent parts of her life in New Jersey, St. Louis, Los Angeles, Jordan, and Italy. She studied languages and literatures in college, and has worked a number of jobs from waitress to counselor. Halady has published multiple novels, alongside writing poetry and children's fiction. She is currently based in Tucson. <b>Awards</b><br>PEN/Beyond Margins Award, 2003",United States|Jordan,Novelist|Children's Writer,English,,,https://twitter.com/lailahalaby,twitter,,instagram,,
155,155,000a98,Sahar al-Mougy,,سحر الموجي,,,,"Sahar El Mougy is an Egyptian writer and scholar. In 1984, she graduated from Cairo University, where she still works as an assistant professor of American and British poetry. El Moughy has also led a vibrant creative career: she has worked for years as a newspaper columnist, and is also a radio presenter, a creative writing workshop facilitator, and a theatre actress and director. She has published multiple novels and short story collections. <b>Awards</b><br>Cavafy Prize for Excellence for Noun, 2007; Sharjah Girls Clubs Award for Dariya's novel, 1999",Egypt,Novelist,Arabic,,,,,,,,
156,156,000a99,Intissar Abdulmonem,Intissar Abdel Moneim,انتصار عبد المنعم,,,,"Intissar Abdulmonem is an Egyptian poet, novelist, and children’s writer. She serves as a member of the Egyptian Writers’ Union & Story Club, and has published numerous works over the course of her career, many of which have earned a great deal of recognition from across the Arab world. <b>Awards</b><br>First Place Prize in Ihsan Abdul Quddus Story Competition, 2010",Egypt,Novelist|Poet|Children's Writer,Arabic,,facebook,,,,,,
157,157,000a100,Salwa Mohamed Elhamamsy,,سلوى الحمامصى,,,,"Salwa Mohamed Elhamamsy is an Egyptian writer. Having studied communications at Cairo University, she began her literary career in journalism, writing opinion articles on various social issues across the Arab world in the 1990s in several Arabic-language newspapers and magazines. Elhamamsy went on to write numerous poetry collections and short story collections focusing on various, ostensibly cosmopolitan themes, although she is best known for her writing’s celebration of Egyptian heritage through a reformist view. ",Egypt,Short Story Writer|Travel Writer|Journalist,Arabic|English,https://www.youtube.com/channel/UCPkLfhnyR91hBPEq1HOrI6g/videos,facebook,https://twitter.com/SalwaElhamamsy,twitter,https://instagram.com/elhamamsysalwa,instagram,https://www.youtube.com/channel/UCPkLfhnyR91hBPEq1HOrI6g/videos,youtube
158,158,000a101,Susan Abulhawa,,سوزان أبوالهوى,,,,"Susan Abulhawa is a Palestinian-American writer and activist. Born in Kuwait to a family of refugees, she studied biomedical science at the University of South Carolina and initially began her career in the medical field, but switched to writing upon experiencing frustration regarding the inaccurate representation of Palestinians in North American media. She began to write articles for several high-profile publications, has authored several fiction and non-fiction books on the Palestinian experience, and founded the Playgrounds for Palestine organization, which aims to build safe spaces for children in Palestine and raise awareness of their plight. Abulhawa is also involved with various other charitable organizations, and her work has appeared in several anthologies. <b>Awards</b><br>The Leeway Foundation Edna Andrade award for fiction and creative non-fiction, 2003;
Best Books Award for Historic Fiction, 2017; MEMO Palestine Book Award, 2013",Palestine|United States,Essayist|Novelist,English,,facebook,https://twitter.com/sjabulhawa,twitter,https://instagram.com/susanabulhawa,instagram,,
159,159,000a102,Suheir Hammad,,سهير حماد,,,,"Suheir Hammad is a Palestinian-American poet, author, performer, and political activist. Born in Amman, she immigrated with her family to Brooklyn, New York at a young age and, as a teenager, was heavily influenced by Brooklyn’s vibrant hip hop scene. This, alongside stories of her family’s experiences of dispossession and colonialism, led Hammad to experiment widely in the arts, expressing herself through spoken poetry, written poetry, novels, and plays. Her work has also appeared in several anthologies, and she also frequently writes for various online publications. <b>Awards</b><br>American Book Award, 2009; Tony Award, 2003; The Audre Lorde Writing Award, 1995; The Audre Lorde Writing Award, 2000; The Morris Center for Healing Poetry Award,1996; New York Mills Artist Residency,1998; The Emerging Artist Award, Asian/Pacific/American Studies Institute at NYU, 2001",Palestine|United States,Poet|Playwright|Librettist,English,,,https://twitter.com/SuheirHammad1,twitter,https://instagram.com/butterphoenix,instagram,,
160,160,000a103,Raja'a Alem,Raja'a Alem,رجاء عالم‎,,,,"Raja’a Alem is a Saudi Arabian novelist. Born in Mecca, she studied English literature at school and currently works as a tutor for the Center for Training Kindergarten Teachers in Jeddah. She is best known for her novel, The Doves’ Necklace, which won the 2011 Arabic Booker Prize and made Alem the first woman to earn the honour. Alem has also published several other books, alongside short stories that have appeared in various anthologies. She writes in both Arabic and English. <b>Awards</b><br>Arabic Booker Prize, 2011",Saudi Arabia,Novelist|Playwright,Arabic,,,,,,,,
161,161,000a104,Nathalie Handal,,نتالي حنظل,,,,"Nathalie Handal is a French-American poet, writer, and playwright of Palestinian origin. Born in Haiti, she earned her MFA in Creative Writing from Bennington College, Vermont and MPhil in English and Drama at the University of London, and has published numerous poetry collections over the course of her career. She has earned multiple awards and honours for her poetry, which has been praised for its cosmopolitan nature and exploration of human identity. Handal also works as a translator, and has had her work translated into over fifteen languages. She is currently a professor at Columbia University and a Visiting Writer at The American University in Rome.<b>Awards</b><br> Gold Medal Independent Publisher Book Award, 2011",United States|Palestine,Editor|Playwright|Essayist|Poet,English,,facebook,https://twitter.com/nathaliephandal,twitter,https://instagram.com/nathaliephandal,instagram,,
162,162,000a105,Fatma Naoot,Fatima Naoot,فاطمة ناعوت,,,,"Fatma Naoot is an Egyptian poet, journalist, translator, and architect. Born in Cairo, she completed her education in architectural engineering at Ain Shams University in 1987 and spent the early years of her career working for an architectural firm. After ten years in the field, however, Naoot decided to switch her focus and devote herself entirely to literary pursuits. She has published sixteen books to date: six poetry collections, seven translated anthologies from English into Arabic, and three books of criticism. Naoot also writes four weekly columns for newspapers in the Middle East, and is a working member of the Egypt Writers' Union, Arab Union for Internet Writers, Poets of the World, Egypt Engineering Syndicate, L' Atelier du Caire. Egyptian Women Writers Union, and the International Pen Club and World Poets Society. ",Egypt,Translator|Poet|Journalist,Arabic|English,https://www.youtube.com/c/FatimaNaootTV/,facebook,https://twitter.com/FatimaNaoot ,twitter,https://instagram.com/naootofficial,instagram,https://www.youtube.com/c/FatimaNaootTV/,youtube
